repo_name,smell_count,year,file_size,loc,owner_type,language,size,base_image_full,base_image
folio-org/mod-orders,1,2020,308,5,Organization,Java,5412,folioci/alpine-jre-openjdk11:latest,folioci/alpine-jre-openjdk11
folio-org/mod-source-record-manager,1,2020,363,5,Organization,Java,123556,folioci/alpine-jre-openjdk11:latest,folioci/alpine-jre-openjdk11
folio-org/mod-tags,1,2021,281,5,Organization,Java,197,folioci/alpine-jre-openjdk11:latest,folioci/alpine-jre-openjdk11
folio-org/mod-inn-reach,1,2021,282,5,Organization,Java,1090,folioci/alpine-jre-openjdk11:latest,folioci/alpine-jre-openjdk11
folio-org/mod-quick-marc,1,2021,287,5,Organization,Java,46397,folioci/alpine-jre-openjdk11:latest,folioci/alpine-jre-openjdk11
folio-org/mod-search,1,2021,283,5,Organization,Java,1381,folioci/alpine-jre-openjdk11:latest,folioci/alpine-jre-openjdk11
folio-org/mod-permissions,1,2020,307,5,Organization,Java,920,folioci/alpine-jre-openjdk11:latest,folioci/alpine-jre-openjdk11
folio-org/mod-licenses,3,2021,222,7,Organization,Groovy,740,folioci/alpine-jre-openjdk11:latest,folioci/alpine-jre-openjdk11
folio-org/mod-invoice,1,2020,309,5,Organization,Java,62271,folioci/alpine-jre-openjdk11:latest,folioci/alpine-jre-openjdk11
folio-org/stripes-testing,9,2020,1083,25,Organization,JavaScript,930,ubuntu:xenial,ubuntu
folio-org/mod-inventory,1,2020,307,5,Organization,Java,123132,folioci/alpine-jre-openjdk11:latest,folioci/alpine-jre-openjdk11
folio-org/mod-inventory-storage,1,2020,319,5,Organization,Java,5948,folioci/alpine-jre-openjdk11:latest,folioci/alpine-jre-openjdk11
folio-org/mod-feesfines,1,2020,311,5,Organization,Java,1562,folioci/alpine-jre-openjdk11:latest,folioci/alpine-jre-openjdk11
folio-org/mod-data-import-converter-storage,1,2020,379,5,Organization,Java,782,folioci/alpine-jre-openjdk11:latest,folioci/alpine-jre-openjdk11
getOyster/sonarqube-action,2,2021,822,17,Organization,Shell,62,newtmitch/sonar-scanner:4.5,newtmitch/sonar-scanner
bordaigorl/rmview,15,2021,585,21,User,Python,4274,python:3.9-slim-buster,python
samjarrett/mocking-spongebob-aas,4,2021,250,8,User,Python,718,public.ecr.aws/sam/build-python3.9,public.ecr.aws/sam/build-python3.9
samjarrett/cfn-sync,0,2021,376,11,User,Python,725,python:3.10.0-alpine@sha256:ab08dd9e48afe4cf629d993a41dccf0a74ae08f556b25cb143d8de37b25e1525,python
peterbarker/ardupilot,7,2021,1293,25,User,C++,232239,ubuntu:20.04,ubuntu
zzhenryquezz/you-space,5,2021,363,13,User,TypeScript,6929,node:14-alpine,node
Wuzzy2/minetest,7,2021,2366,60,User,C++,84604,$DOCKER_IMAGE,$DOCKER_IMAGE
StackExchange/dnscontrol,11,2021,583,16,Organization,Go,15401,alpine,alpine
rohitsakala/rke2,38,2021,7788,167,User,Go,25615,ubuntu:18.04,ubuntu
thebiggive/docker-php,7,2021,908,15,Organization,Dockerfile,19,php:8.0-apache-buster,php
thebiggive/donate-frontend,0,2020,1024,13,Organization,TypeScript,7391,node:12,node
lalithkumart-corp/GS-Server,0,2021,110,7,Organization,JavaScript,1702,node:12,node
odpf/shield,0,2021,98,4,Organization,Go,2654,alpine:3.13,alpine
odpf/columbus,3,2021,385,11,Organization,Go,2169,alpine:latest,alpine
odpf/meteor,4,2021,107,5,Organization,Go,7273,alpine:latest,alpine
odpf/stencil,4,2021,359,12,Organization,Go,981,alpine:3.13,alpine
odpf/optimus,0,2021,76,4,Organization,Go,10529,alpine:3.13,alpine
odpf/firehose,2,2021,752,12,Organization,Java,8113,openjdk:8-jre,openjdk
iaragao/card-game-api,0,2021,627,11,User,TypeScript,96,node:14-slim,node
MUMT-IT/mis2018,3,2019,296,8,Organization,HTML,11458,python:2,python
dbsqwerty/ctf_platform,21,2021,963,21,User,PHP,26731,debian:stable-slim,debian
Borda/MONAI,5,2021,2359,25,User,Python,46040,${PYTORCH_IMAGE},${PYTORCH_IMAGE}
Borda/yolov5,10,2021,2090,11,User,Python,10260,nvcr.io/nvidia/pytorch:21.05-py3,nvcr.io/nvidia/pytorch
yutaoba/Japanese-Image-Captioning,8,2021,1195,46,User,Python,170,nvidia/cuda:11.0-devel-ubuntu20.04,nvidia/cuda
fusionjs/fusionjs,1,2021,149,5,Organization,JavaScript,25137,uber/web-base-image:14.18.0-buster,uber/web-base-image
scalameta/scalafmt,1,2020,122,4,Organization,Scala,15026,alpine,alpine
UN-OCHA/hid_api,2,2021,327,10,Organization,JavaScript,7388,public.ecr.aws/unocha/nodejs:14-alpine,public.ecr.aws/unocha/nodejs
openeuler-mirror/ci-bot,4,2021,588,16,Organization,Go,5176,openeuler/openeuler:20.03,openeuler/openeuler
openeuler-mirror/iSulad,27,2020,9066,237,Organization,C,53696,,
grahamegrieve/fhirserver,6,2021,1778,31,Organization,Pascal,466932,ubuntu:20.04,ubuntu
sacdallago/bio_embeddings,6,2021,1579,25,User,HTML,71764,nvidia/cuda:11.1-runtime-ubuntu20.04,nvidia/cuda
neeraj2mail-2012/neeraj2mail-2012-azure-devops-k8s-terraform-pipeline-new,1,2021,313,9,User,Java,11,openjdk:8-jdk-alpine,openjdk
upworka0/SimT,13,2018,908,27,User,JavaScript,4542,ubuntu:latest,ubuntu
N-Washington/swap-meet,8,2021,763,18,User,Python,35,continuumio/anaconda3:latest,continuumio/anaconda3
CamChandler98/HeartString,6,2021,626,17,User,Python,4050,python:3.9,python
TeamPiped/Piped-Backend,1,2021,268,9,Organization,Java,815,eclipse-temurin:11-jre,eclipse-temurin
dockstore/dockstore,3,2021,1048,20,Organization,Java,37071,openjdk:11.0.10-jdk,openjdk
amorenoz/ovsdb-mon,7,2021,491,14,User,Go,1072,quay.io/centos/centos:stream8,quay.io/centos/centos
amorenoz/ovs-flowmon,9,2021,430,16,User,Go,99,quay.io/centos/centos:stream8,quay.io/centos/centos
noahp/minimal-c-cortex-m,6,2021,1304,29,User,Makefile,614,ubuntu:focal,ubuntu
dungeon-revealer/dungeon-revealer,0,2021,1070,21,Organization,TypeScript,121490,node:16-slim,node
wildfish/docker-django,20,2021,3606,82,Organization,Python,113,python:3.9-slim,python
AllenInstitute/aics-fms-file-explorer-app,5,2021,1548,31,Organization,TypeScript,16428,docker-virtual.artifactory.corp.alleninstitute.org/ubuntu:20.04,docker-virtual.artifactory.corp.alleninstitute.org/ubuntu
AllenInstitute/visual_behavior_analysis,20,2019,8662,48,Organization,Jupyter Notebook,201790,continuumio/anaconda:latest,continuumio/anaconda
memphis-iis/mofacts-ies,5,2021,1222,21,Organization,JavaScript,167597,node:8-alpine,node
pingzasome01/IBMsolutin,2,2021,222,9,User,Vue,3891,node:12.18.1-alpine,node
kanumalivad/generator,3,2020,708,9,User,None,6795,node:14-alpine,node
ikkentim/solis-scraper,0,2021,404,10,User,C#,25,mcr.microsoft.com/dotnet/runtime:5.0,mcr.microsoft.com/dotnet/runtime
mikefab/audioverb,1,2021,372,9,User,JavaScript,1374,node:13.12.0-alpine,node
mikefab/audioverb-API,11,2021,839,28,User,Ruby,11096,ruby:2.7.2,ruby
adamthom-amzn/smithy,2,2021,170,7,User,Java,31772,gradle:5.4.1-jdk12,gradle
Rotem-Mokady/G3-Simulator,8,2021,620,12,User,Python,2792,mcr.microsoft.com/oryx/python-3.7:latest,mcr.microsoft.com/oryx/python-3.7
KatherineSolis/ForzaVet,7,2021,773,13,User,Vue,65753,php:7.2,php
W-I-W-Y/server,0,2021,147,5,Organization,Java,4139,gradle:7-jdk11,gradle
W-I-W-Y/client,2,2021,105,7,Organization,JavaScript,11137,node:latest,node
ChristinaFomenko/users_app,6,2021,249,9,User,Go,93,golang:1.16.5-buster,golang
NatureLR/taiji,3,2021,796,13,User,Go,392,alpine:latest,alpine
Im-Kristy2/slam-mirrorbot,2,2021,409,13,User,Python,1849,breakdowns/mega-sdk-python:latest,breakdowns/mega-sdk-python
CeON/dataverse,0,2017,38,0,Organization,Java,102112,,
Prashant-singla/BotsApp,1,2021,122,6,User,JavaScript,373,princemendiratta/botsapp:latest,princemendiratta/botsapp
codeforosaka/covid19,1,2020,152,8,Organization,Vue,128924,node:10.19-alpine,node
lKiseki/TerraGov-Marine-Corps,6,2020,1605,48,User,DM,718895,dm_base,dm_base
BitaminKim/h5-Dooring,1,2020,71,2,User,JavaScript,54169,nginx:latest,nginx
Purple-wind-bell/CKAN,14,2020,1661,33,User,C#,29944,mono,mono
OpenAPITools/openapi-style-validator,1,2020,148,7,Organization,Java,31635,node:14.4.0,node
OpenAPITools/openapi-generator,0,2020,1294,18,Organization,Java,585178,maven:3.6.3-jdk-11-openj9,maven
vivarium-collective/vivarium-biosimulators,9,2021,1239,8,Organization,Jupyter Notebook,14014,ghcr.io/biosimulators/biosimulators,ghcr.io/biosimulators/biosimulators
abacusresearch/zabbix-cachet,2,2017,351,9,Organization,Python,101,,
mintproject/mic-web,1,2021,450,10,Organization,TypeScript,1437,nginx:1.15,nginx
mintproject/mic-api,0,2021,627,11,Organization,TypeScript,133,node:16-slim,node
fabriciouehara/docker-demo,2,2019,79,6,User,JavaScript,24,node:12,node
tanem/express-bookshelf-realworld-example-app,1,2021,201,9,User,JavaScript,7205,node:17.0.1,node
sickcodes/Docker-OSX,18,2021,17744,210,User,Shell,11772,archlinux:base-devel,archlinux
aquasecurity/tfsec,0,2021,297,5,Organization,Go,21879,alpine:3.14,alpine
aquasecurity/harbor-scanner-trivy,0,2021,601,8,Organization,Go,29809,aquasec/trivy:${TRIVY_VERSION},aquasec/trivy
aquasecurity/trivy,2,2021,141,5,Organization,Go,701611,alpine:3.14,alpine
MeasureAuthoringTool/MeasureAuthoringTool,5,2021,979,14,Organization,JavaScript,483225,tomcat:10.0-jdk11-corretto,tomcat
MeasureAuthoringTool/bonnie,8,2021,937,20,Organization,CoffeeScript,211431,phusion/passenger-full,phusion/passenger-full
MeasureAuthoringTool/MAT_Automation_Cypress,4,2021,599,15,Organization,JavaScript,25475,cypress/base:10,cypress/base
MeasureAuthoringTool/madie-editor,0,2021,374,10,Organization,TypeScript,3188,nginx:1.21.0-alpine,nginx
nccr-itmo/FEDOT,3,2021,410,10,Organization,Jupyter Notebook,116567,ubuntu:20.04,ubuntu
spctutorat/bravo,0,2021,73,0,Organization,TypeScript,382,,
hitk6/cicd-service,2,2020,72,4,User,JavaScript,23,node:12.6.0-alpine,node
djaustin/question-master,2,2021,1254,22,User,TypeScript,1138,node:lts-alpine,node
evry-ace/statsbot,3,2021,280,8,Organization,Go,105,gcr.io/distroless/base-debian10,gcr.io/distroless/base-debian10
EphraimB/ephraim-becker,9,2021,290,8,User,PHP,169099,php:8.0-apache,php
pasha-codefresh/argo-cd,21,2021,4776,87,User,Go,57025,argocd-base,argocd-base
pkopparla/ContainerizeSatimagePreview,4,2021,544,14,User,Python,237376,osgeo/gdal:ubuntu-full-3.3.1,osgeo/gdal
decentraland/ion-sfu,2,2021,344,8,Organization,Go,4712,golang:1.14.14-stretch,golang
decentraland/catalyst,2,2021,1970,41,Organization,TypeScript,9965,base,base
decentraland/builder-server,3,2021,422,15,Organization,TypeScript,2799,node:14-alpine,node
decentraland/cli,1,2019,177,10,Organization,TypeScript,13283,node:10,node
codecraftuk/codecraftuk.github.io,3,2021,93,5,Organization,HTML,7909,jekyll/jekyll,jekyll/jekyll
LennonSousa/bioma-api,0,2021,110,7,User,TypeScript,576,node:alpine,node
HollowMan6/Wechat-Timed-Message,3,2021,543,13,User,Python,2110,python:slim,python
HollowMan6/LZU-Auto-COVID-Health-Report,7,2021,1546,48,User,HTML,5585,python:3.9-slim,python
INT222-Integragrade-Project/int222-backend,3,2021,293,9,Organization,Java,515,adoptopenjdk/openjdk11:latest,adoptopenjdk/openjdk11
aasaam/whois-json,4,2021,718,16,Organization,Go,118,scratch,scratch
HDRUK/gateway-web,1,2021,416,14,Organization,JavaScript,21524,nginx:latest,nginx
HDRUK/RDMP,6,2020,597,15,Organization,C#,137411,mcr.microsoft.com/mssql/server,mcr.microsoft.com/mssql/server
HDRUK/gateway-api,0,2020,395,7,Organization,JavaScript,5232,node:12,node
RedHatInsights/insights-host-inventory,7,2021,520,13,Organization,Python,2887,registry.access.redhat.com/ubi8/python-38,registry.access.redhat.com/ubi8/python-38
RedHatInsights/edge-api,2,2021,1412,20,Organization,Go,1395,registry.redhat.io/ubi8-minimal:latest,registry.redhat.io/ubi8-minimal
RedHatInsights/patchman-engine,30,2021,3422,60,Organization,Go,2788,${RUNIMG},${RUNIMG}
RedHatInsights/frontend-operator,1,2021,819,15,Organization,Go,340,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
RedHatInsights/tower-analytics-frontend,11,2021,531,10,Organization,JavaScript,15933,registry.access.redhat.com/ubi8/nodejs-14,registry.access.redhat.com/ubi8/nodejs-14
RedHatInsights/clowder,1,2021,1065,21,Organization,Go,4640,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
RedHatInsights/catalog-ui,0,2018,265,11,Organization,JavaScript,35470,node:carbon-alpine,node
RedHatInsights/ccx-notification-writer,4,2021,918,10,Organization,Go,5077,registry.access.redhat.com/ubi8/ubi-minimal:latest,registry.access.redhat.com/ubi8/ubi-minimal
RedHatInsights/insights-core,4,2017,220,5,Organization,Python,16309,centos:7,centos
RedHatInsights/vulnerability-ui,7,2018,164,8,Organization,JavaScript,44456,fedora,fedora
RedHatInsights/compliance-backend,2,2021,564,10,Organization,Ruby,6599,registry.access.redhat.com/ubi8/ruby-27,registry.access.redhat.com/ubi8/ruby-27
RedHatInsights/xjoin-operator,1,2021,814,15,Organization,Go,21819,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
RedHatInsights/ccx-notification-service,4,2021,921,10,Organization,Go,6472,registry.access.redhat.com/ubi8/ubi-minimal:latest,registry.access.redhat.com/ubi8/ubi-minimal
RedHatInsights/rhsm-subscriptions,5,2020,212,7,Organization,Java,5173,registry.access.redhat.com/ubi8/openjdk-11,registry.access.redhat.com/ubi8/openjdk-11
RedHatInsights/insights-rbac,8,2021,2370,49,Organization,Python,2715,registry.access.redhat.com/ubi8/python-36,registry.access.redhat.com/ubi8/python-36
RedHatInsights/payload-tracker-go,3,2021,619,16,Organization,Go,9984,registry.redhat.io/ubi8/ubi-minimal,registry.redhat.io/ubi8/ubi-minimal
RedHatInsights/insights-ingress-go,4,2021,508,14,Organization,Go,689,registry.redhat.io/ubi8/ubi-minimal,registry.redhat.io/ubi8/ubi-minimal
RedHatInsights/insights-results-smart-proxy,4,2021,1365,11,Organization,Go,19184,registry.access.redhat.com/ubi8/ubi-minimal:latest,registry.access.redhat.com/ubi8/ubi-minimal
RedHatInsights/cloud-connector,3,2021,611,14,Organization,Go,619,registry.redhat.io/ubi8/ubi-minimal,registry.redhat.io/ubi8/ubi-minimal
RedHatInsights/quickstarts,3,2021,577,15,Organization,Go,225,registry.redhat.io/ubi8-minimal:latest,registry.redhat.io/ubi8-minimal
Varun-Strangelet/app,2,2021,831,14,User,CSS,12950,python:3.7,python
hyrijk/logseq-1,9,2021,532,13,User,None,59313,clojure:openjdk-11-tools-deps-1.10.1.727,clojure
fishmandev/cli,1,2021,2043,43,User,Go,171468,scratch,scratch
OrchardCMS/OrchardCore,0,2021,424,11,Organization,C#,158355,mcr.microsoft.com/dotnet/aspnet:5.0,mcr.microsoft.com/dotnet/aspnet
mmcshane/temporal,11,2021,3055,54,User,Go,53417,temporal-${TARGET},temporal-${TARGET}
chaps78/Krypto,7,2021,206,8,User,Python,97,ubuntu:18.04,ubuntu
chriswmackey/honeybee-energy,4,2021,2293,49,User,Python,27495,python:3.7-slim,python
basiliofarach/development_test,1,2021,165,7,User,Python,46,python:3.9.7,python
littlemer-the-second/qmk_firmware,2,2021,100,4,User,C,187601,qmkfm/qmk_cli,qmkfm/qmk_cli
RanjithSivam/react-trello-clone,2,2021,285,13,User,JavaScript,4093,node:alpine,node
DuodenumL/agent,6,2021,625,14,User,Go,1093,alpine:latest,alpine
pass-culture/pass-culture-api,12,2021,1134,27,Organization,Python,114887,api-flask,api-flask
vladikr/ocp-nvidia-vgpu-nstaller,5,2021,452,11,User,Shell,12,quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:0f046d61ecc9855e0b7d1846d645661b32654a358c1530dd20efb31f65686f8d,quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256
compfaculty/akawish,4,2021,218,12,User,Go,13,scratch,scratch
Wolftallemo/autoclear,4,2021,197,10,User,TypeScript,655,node,node
pocorall/hello-scaloid-sbt,19,2015,4571,44,User,Dockerfile,50,debian:jessie,debian
jordanrjdev/pelis,1,2021,193,9,User,TypeScript,1252,node:16-alpine,node
frefrik/covid19norge-data,18,2021,1198,34,User,Python,123320,ubuntu:20.04,ubuntu
hyperledger-tooling/start-here-hyperledger,1,2021,174,8,Organization,SCSS,5275,ruby:2.6,ruby
jiridanek/qpid-dispatch,5,2021,3226,11,User,C,42378,centos:7,centos
KKulma/carbon-intensity-app,2,2021,686,12,User,R,14649,rocker/r-ver:4.0.3,rocker/r-ver
common-workflow-language/cwlviewer,13,2021,1647,41,Organization,Java,8790,maven:3.5-jdk-8-alpine,maven
PyroTechniac/starlight-rs,6,2021,1439,27,Organization,Rust,2518,debian:buster-slim,debian
Selenium/WowPacketParser,0,2021,304,8,User,None,55746,mcr.microsoft.com/dotnet/runtime:5.0,mcr.microsoft.com/dotnet/runtime
terpsRx-jgarrigan/Service_Broker,0,2021,537,9,User,TypeScript,12274,node:12-alpine,node
WaaSE-1/api-service,6,2021,375,16,Organization,Python,184,python:3.8,python
szaydel/netdata,1,2020,29,1,User,C,67898,,
DieboldD/Playground,2,2021,849,8,User,Python,72,python:3.7-slim,python
sudiptog81/modelina,11,2021,853,15,User,None,3172,openjdk:16.0.1-jdk-slim-buster,openjdk
bilalcaliskan/kubebuilder-tutorial,0,2021,778,14,User,Go,258,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
bilalcaliskan/oreilly-trial,1,2021,532,10,User,Go,138,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
bilalcaliskan/tcp-proxy,1,2021,528,10,User,Go,75,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
bilalcaliskan/varnish-cache-invalidator,1,2021,544,10,User,Go,369,gcr.io/distroless/static:nonroot,gcr.io/distroless/static
bilalcaliskan/syn-flood,3,2021,354,10,User,Go,122,alpine:latest,alpine
UoA-eResearch/cert-viewer,4,2016,328,11,Organization,HTML,17720,python:3,python
fifiugo/flaskswaggerPython,2,2021,151,6,User,Python,7,python:3.7-slim-buster,python
tfsec/tfsec.github.io,4,2021,372,10,Organization,SCSS,3007,jekyll/jekyll:pages,jekyll/jekyll
barkha0703/java-hello-world-with-maven,1,2021,234,5,User,Java,74,fabric8/java-alpine-openjdk11-jre,fabric8/java-alpine-openjdk11-jre
ZuZuD/opcua-asyncio,3,2019,55,3,User,Python,14184,python:3.8,python
StevenBlack/hosts,1,2020,283,6,User,Python,273965,python:3,python
sapcc/baremetal_temper,4,2021,736,16,Organization,Go,8472,keppel.eu-de-1.cloud.sap/ccloud-dockerhub-mirror/library/alpine:3.12,keppel.eu-de-1.cloud.sap/ccloud-dockerhub-mirror/library/alpine
sapcc/vcf-automation,4,2021,912,27,Organization,Go,8465,keppel.eu-de-1.cloud.sap/ccloud-dockerhub-mirror/pulumi/pulumi-python:3.2.0,keppel.eu-de-1.cloud.sap/ccloud-dockerhub-mirror/pulumi/pulumi-python
sapcc/castellum,3,2021,425,9,Organization,Go,7161,alpine:3.13,alpine
sapcc/swift-http-import,3,2021,453,9,Organization,Go,5416,alpine:3.13,alpine
sapcc/keppel,3,2021,421,9,Organization,Go,12628,alpine:3.13,alpine
sapcc/limes,3,2021,417,9,Organization,Go,11437,alpine:3.13,alpine
certhub/certhub-lego-docker,12,2021,2383,58,Organization,Dockerfile,68,base,base
ktatu/ohtutesti,4,2021,350,15,User,JavaScript,205,node:16-alpine,node
nextcloud/appstore,14,2019,1492,38,Organization,Python,364267,python:3.6,python
nextcloud/nextcloud.com,0,2018,97,2,Organization,PHP,627010,wordpress:4.9.4-php7.0-apache,wordpress
shohey1226/ttyd,1,2021,264,8,User,C,12257,ubuntu:20.04,ubuntu
vdavalon01/terraform,1,2020,805,10,User,Go,188134,docker.mirror.hashicorp.services/golang:alpine,docker.mirror.hashicorp.services/golang
vdavalon01/docker-bench-security,1,2021,469,13,User,Shell,4042,alpine:3.13,alpine
vdavalon01/argo-cd,22,2021,4841,88,User,Go,53886,argocd-base,argocd-base
vdavalon01/vitess,1,2017,22,1,User,Go,236004,,
vdavalon01/krane,9,2021,2034,30,User,Ruby,681,ruby:2.7.3-alpine3.13,ruby
vdavalon01/go-ethereum,5,2021,723,16,User,Go,174644,alpine:latest,alpine
vdavalon01/k0s,4,2021,492,10,User,Go,10865,alpine:3.13,alpine
vdavalon01/anchore-engine,1,2021,8315,143,User,Python,194817,registry.access.redhat.com/ubi8/ubi:8.4,registry.access.redhat.com/ubi8/ubi
GTO2013/RomRaider,4,2021,678,17,User,Java,125159,openjdk:8-jdk,openjdk
kjhgfdwwrtthuuujmn/miniature-engine,4,2021,1909799,7,User,Dockerfile,573,fusuf/sewqueen:latest,fusuf/sewqueen
PropertyBrands/btt-unstage,2,2021,174,6,Organization,Python,41,--platform=linux/amd64,--platform=linux/amd64
asml-actions/actions-marketplace,3,2021,789,15,Organization,None,76,ubuntu:20.04,ubuntu
hdefazio/kwiver,8,2021,1780,47,User,C++,51762,kitware/fletch:latest-ubuntu18.04-py3-cuda10.0-cudnn7-devel,kitware/fletch
hoelzro/glab,3,2021,427,14,User,Go,22318,alpine:latest,alpine
Yes-Theory-Fam/yesbot-ts,2,2021,1074,34,Organization,TypeScript,2549,node:16.13-alpine,node
nopSolutions/nopCommerce,6,2021,3342,56,Organization,C#,926894,mcr.microsoft.com/dotnet/aspnet:5.0-alpine,mcr.microsoft.com/dotnet/aspnet
richardmorrey/flap,6,2021,1301,18,User,Go,159423,debian:buster-slim,debian
CCXXXI/pywikibot,2,2020,217,9,User,Python,63722,python:3.8-slim,python
roberioguedelho/rentalx,1,2021,117,7,User,TypeScript,1039,node,node
titu1994/NeMo,9,2021,2651,32,User,Jupyter Notebook,75514,nemo-deps,nemo-deps
OmBayus/ombayus.com_server,1,2021,98,6,User,JavaScript,87,node,node
zzx4998/Sooty,8,2020,386,11,User,None,8889,python:3.7-slim-buster,python
pivotal-cf/azure-blobstore-resource,3,2019,143,5,Organization,Go,32429,ubuntu:bionic,ubuntu
astritdemiri11/react-hello-docker,0,2021,282,11,User,JavaScript,369,node:16.10.0-alpine3.14,node
KrahJohlito/ps2sdk-ports,8,2021,384,11,User,None,13048,alpine:latest,alpine
alexparlett/pomerium,7,2021,1012,22,User,Go,54680,gcr.io/distroless/base:debug,gcr.io/distroless/base
